asin,title,brand,price,related,imUrl,salesRank,categories,description,pic_downloaded,boots,sex,image_path
B005IYQQ2O,Bonnibel Bien-1N Black Women Casual Boots,,17.99,"{'also_viewed': ['B00ENF9CD4','B0091KWYHC','B005IYR2P4','B005IYR330','B00CFORLYC','B009SNXFJ8','B00AVPHH4Q','B00919FZWY','B005PDBE5C','B00F916HFM','B00EZ8H5MY']}",http://ecx.images-amazon.com/images/I/51THGniXOaL._SY395_.jpg,{'Shoes': 169426},,,True,True,women,pics_boots/B005IYQQ2O.jpg
B00FLWO54E,Bearpaw Womens Silverthorne Studded Suede Mid-Calf Boots,,,"{'also_viewed': ['B003DNR75C','B00EJZLGLE','B00H2SJGQ2','B00G5HXIXS','B00HV2M1G6','B00BMIDE2A','B00AY1P3ZM','B00B7QHC0W','B004W6K9WM','B005LUQ50I','B0073E6UQE','B004PEJAWQ','B00400N6WU','B003DNR4X2','B00BMIDHYU','B00763JSEI','B003CYM702','B0073E5VZ0','B0026ZQJSO','B004Q9HKBI','B004PGW38C','B00BMIDDVM','B003DNR80G','B00AT6ARS0','B00C8UNNG8','B002QXL1D4','B00BMIDDY4','B007RFF2LS','B004PGW346','B00BM6IDDW','B004PY9J4K','B00400N6YS','B00ADZ0KBQ','B0073E5UR4','B00B6DHO7M','B00FC1W5IW','B00DDXJZAC','B005QBMZEW','B0073E6URI','B003FSTQCC','B00B7QHSQK','B00JURM8PO','B00GWQZZ38','B00BM6IDBO','B003FSTQUY','B00CSWAAA8','B003XTFXS4','B0064LRHFU','B00C8UNQGA','B004PY0V9C','B005KPBX42','B0085B924Q','B00AY7YMLW']}",http://ecx.images-amazon.com/images/I/41ORn4uWvqL._SX342_.jpg,{'Clothing': 756579},,,True,True,women,pics_boots/B00FLWO54E.jpg
B004HV55MQ,Womens Groovy Sexy Shindig Sweetie Costume (Boots not included),,,"{'also_viewed': ['B00284B0AK','B00189EP26','B003L3KLYS','B005F50IKW','B0018NFT5E','B003F3N0ME','B00C5GHHV2','B007M8RZUG','B001CBMYDW','B00125NUCC','B00284AZQK','B00JUKO4SU','B00JMBEI6U','B0030C54EC','B00CES3VTI','B008O351CC','B003DZ1JY0','B003O86MZW','B00I5RMVNY','B003IDVI8O','B00DOB6T66','B003YC14C4','B0040Y5L3S','B001G9S6P0']}",http://ecx.images-amazon.com/images/I/41nKwwZNb7L._SX342_.jpg,{'Clothing': 229945},,,True,True,women,pics_boots/B004HV55MQ.jpg
B002IZ4DFS,Roper Western Boots Womens 6&quot; Lace Up Rocky Brown 09-021-0360-0603 BR,,,"{'also_viewed': ['B00FS6UOV6','B0018DOFFO','B001P3R8Q0','B002BF410M','B004UBQ42I','B00G3ATK2U','B00BJF96AK','B00G3AT692','B00G1ILDNS','B0028AEG6Y','B003FSTV2W','B00G3ATQB0','B00FS6UOS4','B002DR583M','B008KCTHXQ','B001PROM2E','B008YTZCD4','B00D7K6PCW','B009KCJ6OK','B0028AE6DM','B001ASCRB6','B003N7MY7O','B004KKEAVG','B00FNO8YW4','B007V24G28','B00FNO8YVK','B00FS6UOUW','B00GIOLGVE','B00DZ4OEL4','B0016KDAX2','B0051SDD1E','B002DQZZCM','B00JE8WBYW','B002DR24GQ','B002DR58U0','B00FNO8QX6','B00DH20MYW','B00BB1UROQ','B000A1MRHS']}",http://ecx.images-amazon.com/images/I/41HFTzmMWvL._SX395_.jpg,{'Shoes': 118726},,,True,True,women,pics_boots/B002IZ4DFS.jpg
B00EDTK4FK,Breckelle Outlaw-81 Beige Women Riding Boots,,,"{'also_viewed': ['B008G1G71G','B00GGFB1PQ','B00E7W6XAS','B005K1RASY','B00FYHKNBA','B0091L0DHO','B00FGJ8CH8','B005K1RF2U','B00CF5C6HI','B00AVPHH4Q','B00F4HM7KU','B009YZWZQ4','B005K1RALG','B00AVPH7RI','B00EPP5YIY','B00BZ4OQV4','B00CMGSEJY','B00F9J2O9M','B00EJVN4X6','B005K1R9X0']}",http://ecx.images-amazon.com/images/I/41GJBEo6BCL._SY445_.jpg,{'Clothing': 679211},,,True,True,women,pics_boots/B00EDTK4FK.jpg
B002YV2W6I,"""totes Women's Rosie Winter Boots""",,59.95,"{'also_bought': ['B004EKK08O','B004LH21DC','B006AXZQQY']'also_viewed': ['B00G476HWI','B004LH21DC','B006AXZQQY','B004EKK08O','B006AXZ8MG','B005KPBJB4','B00FB6FOB8','B00JQM6H96','B009DLHQS6','B00JQLXV64','B00IA9W1WI','B00F8F1JJS','B005QLDRJE','B006P5WHBO','B0093VT58K','B00HFA215U','B00AJL6XHY','B0093FHQI2','B00BCX4LMC','B00F8EPCVK','B00GGSKL4A','B004W1IV68','B009N7U740','B003O2SGQG','B000UUAN7U','B00AK8WX5W','B003C1PZ3G','B003F243WQ','B0062JRIAS','B00BCHDJDU','B0092ORQ5W','B005QLDG86','B004OQ1TCO','B003O2SKWG','B009OGBBRW','B00AYRJYEC','B00FB6FKV2','B0036FSZ4Y','B005UUTMX6','B009OGCACM','B005FEWKJK','B0064LRHFU','B005G0OR1C','B004LP2REW','B006L0SHWQ','B005HZ00YO','B00C4QVHU0','B00AK8WZYQ','B002YUXOCA','B006Y4QDVQ','B009NQGQ7I','B005FJA1VE','B00AXUG6DW','B00AK8X1YY','B00GYPIJ6C','B005UUTKVA','B00GGLFR0A','B009OGCI60']'bought_together': ['B004EKK08O','B004LH21DC','B006AXZQQY']}",http://ecx.images-amazon.com/images/I/31rO9B6tL2L._SY395_.jpg,{'Shoes': 59960},,,True,True,women,pics_boots/B002YV2W6I.jpg
B005RQY96S,"""Girl's Mid Calf Adjustable Straps Suede Flat Boots Black 9-4""",,29.95,"{'also_bought': ['B008CN3Y1O','B006CB9ZUW','B00FXHFWXA','B008CN43AU','B00AF12I1S','B00GVL9ATE','B00FGJEAHO','B00A4OM0EG','B00EZ8DTK6','B005P4T8RM','B00ENN1XK6','B004Z4I4IC','B007EHPCZU','B005OL9FQK','B00AWL422Y']'also_viewed': ['B008CN3Y1O','B006CB9ZUW','B00FD8R49E','B00FRV45OO','B00AQF9DLG','B008GR3XUI','B00EZ8DTK6','B00EVPAIHK','B00ABE39FS','B00GA592DU','B00H8YX71U','B00EZ8E860','B00EZ8AV5M','B008CN3C02','B00EVPAIIE','B00AQF9EI8','B005QALK4Y','B00G9VM854','B005OL9FQK','B005P4T8RM','B007F94LRW','B007E8ERPK','B00ENN1XK6','B00EZ8DDKC','B00AOH7LN8','B008GR3OG6','B00G9BKV94','B00CTLP9MW','B009NUOVBC','B00G9BMEG2','B008CN3PKY','B00AL4IPDE','B00ANRQJL4','B009SDBHRA','B00A4OM0EG','B00HBKY20G','B009DMWP7C','B00BARLEGQ','B00EU3BAS4','B00GRCLC2A','B00D7IIT1E','B007F9GUF8','B0073CDVZO','B007EHPCZU','B006P9BEOQ','B008CN43AU','B005QALWHO','B00HB79ONO','B008GR3OIE','B00BAPJDTI','B00ANEBYLC','B00FXHFWXA','B00AG1ILW2','B00EZ8C4X4','B00FGJEAHO','B00AF12I1S','B009SDBQ1M','B0041T5E20']'bought_together': ['B008CN3Y1O','B006CB9ZUW','B005P4T8RM']}",http://ecx.images-amazon.com/images/I/41wEo-prcDL._SY395_.jpg,{'Shoes': 70306},,,True,True,women,pics_boots/B005RQY96S.jpg
B00ANHCY8Q,BC1504 Women&iexcl;&macr; round toe tall riding boots on traction outsole with faux leather upper and outside zipper,,19.99,"{'also_viewed': ['B00AVPHH4Q','B00EPRATAK','B00AVPH7RI','B00A6Y1TWS','B00C2LUPTQ','B00ANHEYD4','B00E8PWJRU','B00H44MXOG','B005JE8L4O','B00ANHD3PO','B00DMEO91M','B005P3OH0G','B00ANHCH2E','B00EZ8GA5C','B00919G9N8','B00EZDXHGC','B00GM5PFCU','B00E7W6XAS','B008ESFFG4','B001B5KLAW','B008G1G71G','B00HJ1DOOW','B0050G27FK','B00BETMSMY','B003H056TA','B00FPBY1LS','B00E450EIA','B00C65YIN2','B00AQBQ8XG','B00BXF89V8','B00AZK2RO2','B009XJKXWE','B005FCTAS6','B00ETF30MW','B005VRQZZ6','B00BXV9KXS','B009MTOEX4','B00EPRBBMU','B00EB5Q7RK','B005PPANSE','B008OHYKI4','B007BV8BHA','B00GS24ZX2','B00CMJHK3W','B009FG7RPG','B005IM0ELA','B00EPQEAJ2','B00FEL1Y5U','B00AM481BO','B00F5RWVPA','B00EOFQVAK','B00BDBHBDO','B002G9A4LS','B004RMIF18','B00CE2M546','B00B7A0RQY','B009UIIYLK']}",http://ecx.images-amazon.com/images/I/41fDN8p4NmL._SY395_.jpg,{'Shoes': 135993},,,True,True,women,pics_boots/B00ANHCY8Q.jpg
B00FGIL262,"""RADIANT COMBAT Women's Low Heel Mid-Calf Combat Boots with Adjustable Buckle Design""",,19.99,"{'also_viewed': ['B00EZ8A38M','B00B61YXJQ','B007JT3JWQ','B00E450EIA','B00AQBQ8XG','B009TJEZOU','B00EZJ1B32','B00EZHIYX4','B005EEJTAO','B00F0XQFII','B005QFI1B4','B0065VIRFS','B00FNKZMFA','B007CHGPDK','B00AM481BO']}",http://ecx.images-amazon.com/images/I/41x9p-Qv5bL._SY395_.jpg,{'Shoes': 163650},,,True,True,women,pics_boots/B00FGIL262.jpg
B00HFD4RTK,"""Women's Carlos Santana Boots &quot;Hart&quot; - Cognac""",,,"{'also_viewed': ['B00HC9HK3M','B00EOSNYZ2','B0096TC53G','B0092T9TI4','B005LEIIHW','B008XI7AFE','B00BETMSMY','B00BXYKDWC','B00BXV9KXS','B00FPBY1LS','B005JE8L4O','B0097D0ICG','B00EZ88OU6','B009DPA7NI','B005PF76F2','B005P4T8RM','B00B9A2BAM','B005PPANSE','B00AVPH7RI','B00EZ8EES2','B00HS0IYZ8','B00EZ8COLG','B003ULGJMY','B00HQ5EG4I','B00AVPHH4Q','B00CF5C6HI','B00B9A2CAQ','B00DRAVLAS','B00B9A2B7A','B00AWL7CNK','B007P9YY06','B00EE4AUMG','B005OL9FQK','B00FVZG3DM','B00A6Y1TWS','B005FCTAS6','B001B5KLAW','B00DVMGJZO','B00BRGPZMO','B0084Y1C7Y','B00CM59WQY','B00B9A2AQM','B00DRAXHRS','B00COE8I8G','B005KE1ZYG','B004XF1CPU','B00403PNU0','B005C9A8FQ','B007JT3JWQ','B00BY1GWWE','B007JFZMOI','B00EZ8AO90','B008G1G71G','B00E9W6SK6','B00BXF5DP8','B004V3C8Z2','B00A8MS6NS','B00E8PWJRU','B00BT9NA2G']}",http://ecx.images-amazon.com/images/I/315zlftGzZL._SX395_.jpg,{'Shoes': 119504},,,True,True,women,pics_boots/B00HFD4RTK.jpg
B009DLD7LG,"""Justin Boots FFA10L Women's Future Farmers of America Boot Tan Distressed""",,,"{'also_viewed': ['B00DUGFJZM','B00DUGFU10','B00BJF84GM','B00EIID1HO','B009R5WWXW','B008YTZCBQ','B002SNBI7G','B00GB6TKSK','B008YTZCE8','B00D7K6PCW','B0051SDRQ0','B002C4KFMU','B0039YOZQY','B00E1LU090','B00C66KYZC','B002T1G5AM','B00DZ4PT3G','B003N7MY7O','B008KCTHZE','B00DT6CH30','B00DUGFU2O','B00DUGFJP2','B005M9FM7U','B0028AE6DM','B0088WANEK','B00HAA6XD6','B008YTZCD4','B004UBFL90','B00BJFAP1E','B009R5R21E','B007A43T6Q','B00IL9AH1E','B004TF8G80']}",http://ecx.images-amazon.com/images/I/41rcZZbwf1L._SY395_.jpg,{'Shoes': 61112},,,True,True,women,pics_boots/B009DLD7LG.jpg
B00DWG5TVO,Cowboy Professional - Womens Green Butterfly And Flower embroidered Genuine Leather Cowboy Boots with Snip Toe Size 5.5,,,"{'also_viewed': ['B00DWF6X6A','B00DYX06T0','B00DWG59E6','B00DWG5Q9Y','B0044QYFM0','B003N7MY7O','B00DWG608U','B001ASCRB6','B00DWF6VZI','B005CMII46','B00D10KEFM','B00DWKIZZC','B00BPXCHTS','B00DWF6T4G','B00DWKIF5M','B00HQCPCTE']}",http://ecx.images-amazon.com/images/I/51SWXZqA6zL._SY395_.jpg,{'Shoes': 392636},,,True,True,women,pics_boots/B00DWG5TVO.jpg
B00AG58GTG,"""Women's Nine West Knee-High Boots &quot;Chriscross&quot; - Black Suede (10Black Suede)""",,,{'also_bought': ['B0089E4JEC']},http://ecx.images-amazon.com/images/I/21wKw-sT-fL._SY395_.jpg,{'Shoes': 197575},,,True,True,women,pics_boots/B00AG58GTG.jpg
B0091KZX0C,"""Hot Fashion Blossom Tara Hi Women's Mukluk Faux Fur Boots Brown Size 10""",,,"{'also_bought': ['B004FH6CJ2']'also_viewed': ['B00CWK5LX2','B004FH6CJ2']'bought_together': ['B005P4T8RM','B000UJY3VS','B004FH6CJ2']}",http://ecx.images-amazon.com/images/I/41qYUcdLrCL._SY395_.jpg,{'Shoes': 83523},,,True,True,women,pics_boots/B0091KZX0C.jpg
B00AA6P6ZI,"""ELEGANT MESHA-2 Women's round toe riding boots on traction outsole with distressed PU upper""",,,"{'also_viewed': ['B00AA6PEAK','B00C8UM4ZO','B003ELOWTC']}",http://ecx.images-amazon.com/images/I/41rV44xoRIL._SX395_.jpg,{'Shoes': 343429},,,True,True,women,pics_boots/B00AA6P6ZI.jpg
B008KOHZM4,Girls Pink Sueded Flower Ruched Fashion Boots Toddler Little Girls 7-4,,,"{'also_viewed': ['B00AOH7LN8','B00FD8R49E','B00FRV45OO','B009DMWP7C','B009SDBA54','B00AQF9EJ2','B009SDBZ5E','B00APV0C4S','B00EZ8AV5M','B00FY7TQNQ','B00ANEBYLC','B00ANRQJL4','B00EZ8DTK6','B00FNPK0JI','B00G9BKV94','B00G9BMEG2','B005SN21AG','B00BBSUT2E','B00FXHFWXA','B007F9GUF8','B008GR3OG6','B00H4EC4EU','B00EZ8E860','B00APV0O6E','B009SDBHRA','B00LPTJ6A0','B00AQF9EGK','B00AQF9DLG','B00EZ8DDKC','B00BAPJDTI','B00BQW20UO','B007F94LRW','B00FHLMWQC','B00E5IIMO4','B00ABE39FS','B00K8AB29A','B00LT2WWUE','B007F9GVUM','B00APV0CAC','B00GA592DU','B00AWL29YC','B007E7ZKZM','B005QALK4Y','B00AQF9CDU','B005QALWHO','B00EVPAIIE','B00EVPAIHK','B00IJJGBOS','B00FY7TT92','B00EZ8B9IA','B00FMU7H4U','B00HBKY20G','B00H28VU0W','B007M8SD4S','B00AQF9F4Q','B00BB9WUNO','B009L8OZD0','B004X60EZS','B0064KUV36','B00BO516S0']}",http://ecx.images-amazon.com/images/I/41pHve05MWL._SY395_.jpg,{'Shoes': 97180},,,True,True,women,pics_boots/B008KOHZM4.jpg
B0081SIQ40,Dora &amp; Boots Toddler Girls Pink &quot;Forever Friends&quot; Top &amp; Denim Pants Set 2T-4T (2T),,,{'also_bought': ['B003KWCA9E']},http://ecx.images-amazon.com/images/I/41tw77sINuL._SX342_.jpg,{'Clothing': 1160123},,,True,True,women,pics_boots/B0081SIQ40.jpg
B00CIA7YIQ,"""Lauren Ralph Lauren Polo Kyla Women's Dress Boots""",,,"{'also_bought': ['B00F3HJ150','B00DNV91VM','B00DJ2GZH8','B00EV04BVO','B00AFXL15A','B00EAJ4FRQ','B00ESV8VDU']'also_viewed': ['B00F3HJ150','B00EAJ4FRQ','B001A6EGV2','B00C4RROVU','B00DJ2GZH8','B00CMB9GWI','B00B00SZ4M','B007VMGFJU','B00CMB9GWS','B00DRAVJLE','B0050GALHQ','B00BG5XO1K','B007VONM0S','B00F39HP9W','B00CMC6RS8','B008A3C9DK','B00BG5XG90','B00F3HIZ0W','B00ESV8VDU','B005DPJSCI','B006ZTE1SC','B00EAJ4FR6','B00BOTCXF6','B00BTBRY5I','B004W1BHEQ','B00899YM9O','B003V9P78W','B00ELC2736','B008HPRMBU','B0050GCX5O','B0050TWAUO','B003M0OAOM','B00CM2P9PK','B00JSMJR6O','B003M0O4MK','B00ELC2H8G','B00FQGUMA6','B00BG5XQL8','B00ELD1VCS','B005DDFMZC','B00BG5XEKG','B00BX882N0','B00BG5XOVK','B00BG5XEJC','B00EAJ4HME','B0050FU9QK','B005YAW1M6','B00ELC2EPC','B00BUH227Q','B00CM55P8I','B00C4RRPKA','B003LY4PR6','B00BY0GKLI','B0087CIOQA','B00889Y9YI','B007YYXKKM','B005BPRRIC','B0089UA1FM','B00BKA7ZSY','B005QKEHW6']'bought_together': ['B00F3HJ150','B00EAJ4FRQ']}",http://ecx.images-amazon.com/images/I/31fDpB-wq%2BL._SY395_.jpg,{'Shoes': 13252},,,True,True,women,pics_boots/B00CIA7YIQ.jpg
B0062CWHCY,Breckelles Georgia-86 Black Women Riding Boots,,,"{'also_viewed': ['B00AEKWT8W','B00CQ80NW4','B00EPQEAJ2','B005DD2JIK','B00EJZUCQY','B00F4CEMV2','B005EEJTAO','B00B0APT3M','B00FPBY1LS','B00AM481BO','B00AVPHH4Q']}",http://ecx.images-amazon.com/images/I/51WAJ3GZ%2BLL._SX342_.jpg,{'Shoes': 263965},,,True,True,women,pics_boots/B0062CWHCY.jpg
B00J51TUFG,Rosegirl Womens Faux Suede Flat Slouch Boots,,19.99,"{'also_viewed': ['B005P4T4WG','B005PTAY2A','B005QAX722','B005PSYUJO','B009XJKXWE','B0091KXI3Q','B005QBN0R8','B00EZDXHGC','B00FEVP1PE','B005PF6ZC2','B00915QDEC','B005P3OST6','B005P4TG9C','B00GWUWT9C','B004TLW5X6','B0089GI2FW','B0089GG4X4','B00BLFEMB6','B00EU3BAS4','B00GA96QJY','B005QBN1N6','B0091KWYHC','B005P4T8RM','B007MLG66W','B005OL9FQK','B00EOQG75S','B00B7A0RQY','B00A3FUVT2','B00FAAJ5YW','B009SNXFJ8','B00CM5ZUK6','B005QBMRUY','B00HNML8JK','B0084AZOYK','B00I0I2IXQ','B0026SFXME','B0076FZN9U','B00HFGNQY4','B00AER2L0Q','B009ZLIV4W','B00JUAO49Y','B009KTWUAA','B005PWW7HM','B00EZ8NZM8','B00HU7W0O0','B00FD8R49E','B00FNIDNJE','B00KZ3B88A','B00FDS2K8E','B009MZWL1A','B00CM5ZUKQ','B005P5L4UU','B00C8UM4ZO','B00HG1T1DS','B0090S9GOY','B00I5REKNI','B00FPR3YSI','B00F02BQ1U']}",http://ecx.images-amazon.com/images/I/4197Y3%2B6MsL._SY395_.jpg,{'Shoes': 54793},,,True,True,women,pics_boots/B00J51TUFG.jpg
B00EZ8J3Z6,Brinley Co. Womens Buckle Detail Ankle Boots,,17.99,"{'also_bought': ['B00EY6AJ6G','B00EY6CEIW','B00AEKWS9C','B0093X4MC2','B00GOK9C2C','B003WRKVUC']'also_viewed': ['B00EY6CEIW','B00EY6AJ6G','B00GSNIXDO','B00BNQJ9PW','B00FGYQ61W','B00FW3KPNW','B00HETUZCS','B00FK1FETQ','B00BETSUW6','B00BNQJ8XU','B00LP9L36K','B00JMS55OW','B00BETSUYE','B00HZ4UWJS','B00G1XLH3Y','B00AEKWS9C','B00LV5FKP8','B00HZ4TML2','B00EZ6M40O','B00BETY9PI','B007FMQWXA','B00F4SS6R2','B0084ZEVJ4','B00GCW0XRA','B00GSNHBWI','B00AUCHMJK','B00IAD6VPC','B00G7BZW0O','B007TJALMC','B00ANHJCPE','B00EZ8H5MY','B00CSJQJD8','B002PDPFD2','B00CFORLYC','B008V1XK8O','B0092MRV68','B00IAD700C','B00BCKB20E','B00BNRWY26','B00CZ4ZLSA','B00FLJGGTY','B00CPSZWM6','B00JH29YPO','B007RLK0HS','B00CJPY5TG','B00GNE4E5O','B00FRKZB9I','B0091DOFIU','B00CZ4ZKGS','B0084AGSW2','B00EJLQ1GS','B00ATYGMQI','B00EZ8ITEW','B00BHVW6PS','B00ISLZHMY','B0072CDZGK','B00G9TO9GC']'bought_together': ['B00EY6CEIW']}",http://ecx.images-amazon.com/images/I/41kSBqWgrfL._SY395_.jpg,{'Shoes': 52482},,,True,True,women,pics_boots/B00EZ8J3Z6.jpg
B00GCGIMO2,No60-1 Girls Buckle Slouch Mid Tall Boots (4Tan),,,"{'also_bought': ['B00FD8R49E','B00FGJEAHO','B005RQY7HE','B00FRV45OO','B00EZ8DTK6','B00EZ8B9IA','B00G9BKV94','B00G9BMEG2','B00GRCLC2A','B00FXHFWXA','B00EZ8C4X4','B008CN3Y1O','B009SDBA54','B00AL4IPDE','B005CI3RY6','B009SDBQ1M','B008CN43AU','B00FPWJKJK','B007HR877C','B00E3AJ1GW','B003HUY3JY','B00EB5Q7RK','B004H8X3R8','B006PGLVCY','B005KIQDYE']'also_viewed': ['B00FRV45OO','B007HR877C','B00FXHFWXA','B005RQY7HE','B005QALK4Y']'bought_together': ['B00FD8R49E','B005RQY7HE','B00EZ8DTK6']}",http://ecx.images-amazon.com/images/I/51whjB4eueL._SY395_.jpg,{'Shoes': 69833},,,True,True,women,pics_boots/B00GCGIMO2.jpg
B002H9XWNY,"""Over The Knee Thigh Boot 5 Inch Heel Boot With Whip Flogger Riding Crop Women's Sexy Fetish Boots Black Size: 8 Colors: BlackPU""",,,{'also_bought': ['B00125RVDG']},http://ecx.images-amazon.com/images/I/31iXYL7fC-L._SY395_.jpg,{'Shoes': 232709},,,True,True,women,pics_boots/B002H9XWNY.jpg
B00I14TDUA,My1stwish Womens High Platform Grip Sole Chunky Block Heels Ankle Boots Shoes,,64.95,"{'also_viewed': ['B00FKYZEHA','B00FCV5YXA','B00I2REE14','B00H5NSK16','B00KINDQG4','B00JLGJT0G','B00I0VHSEC','B00HRLBQW6','B00ECEJ3S0','B00JDPKYWC','B00JQGFYEG','B00LLHTSZ4','B00I15EQ5G','B00FLPIS4O','B00II13FG4','B00KPAGYLY','B00K8A7T5Q','B002A9ET06','B00LCPMKVY','B00FYWSLSM','B00FBEO7QS','B00JJMK7RQ','B00EY650YM','B009PLZCM6','B00IXK31IC','B009CDJH1Y','B00IMIN2VG','B00KZ8YZB2','B00FO4EMRO','B00ITM4NKE','B00KNXIPMO','B00IS6DJ2O','B00E36AOKS','B00LOT60VE','B00HGHHWUQ','B00LM6CLIA','B00JGNG6AU','B00I2SSGZI','B00JWUUQRQ','B004TFL0KQ','B00GW4A8WI','B00L31ELIM','B00JLDRAIC','B00GUPJ6NG','B00IQD6EAS','B00I5XJPJG','B00H5NV71Q','B00K35ATBC','B00KJ5XS64','B00BEI39BE','B00KGXCU3G','B00HF7Y9PI','B00JFHU7NE','B00C09JF5K','B009CDI22Y']}",http://ecx.images-amazon.com/images/I/31aZyCVJMNL._SY395_.jpg,{'Shoes': 31788},,,True,True,women,pics_boots/B00I14TDUA.jpg
B007O985TS,Caterpillar Jane Fur Lined Brown Leather Womens Boots,,74.36,"{'also_viewed': ['B007H3T392','B00FCU6NXG','B00GI2OS8Y','B003EYVP08','B006RFABLU','B009L73CQC','B001RIY5S2','B007H5ZYNY','B00K6HK1H4','B00BCJX6VI','B00BCJXLHW','B007H58Z6C','B00FPO236A','B0032Z88AE','B001RIY5H8','B004S01BP6','B0048EKHQG','B00EUYBCDQ','B009XJYL5O','B00BCJWBDW','B007H48CAM','B009XJYQ4K','B00G2JX5QY','B007OA6062','B004S01BJW','B007H590DO','B00BCJX6TU','B00FYZ2I4C','B00EF935KY','B0099LEE58','B00BONYD46','B0048EKGYY','B004S02LDM','B00C93W2M0','B00BONYE1S','B00BCJWOFM','B00HUQJLFM','B00BONYD32','B00E7SPTSO','B005ARYN0G','B00E5CHFGQ','B00GJPG9L4','B001RIY5J6','B0099LJ85E','B007H3TMMA','B0099LED9A','B00BONYD4Q','B007H3T2RK','B00F3FCWH6','B00J4SQ3RI','B00KB9Z99C','B00AXUG6DW','B007782V1O','B007H48CIE','B006ZIGS34','B00JT7346C','B00C1VYMK0','B00BONYD1Y']}",http://ecx.images-amazon.com/images/I/41HzVRlNA-L._SY395_.jpg,{'Shoes': 312438},,,True,True,women,pics_boots/B007O985TS.jpg
B005ZLNNU8,Black Pirate Corset Over the Knee Riding Boots Womens,,36.98,"{'also_bought': ['B0090S9GOY']'also_viewed': ['B00EB5Q7RK','B009GSOR7O','B0090S9GOY','B00BL6TVMA','B00AKLK3UG','B00GNCVAB2','B004S9NDP8','B00G6UPWDS','B00I0I2IXQ','B00H2VRZEY','B00BNW00MC','B00G4LO7PS','B00I4MMKT0','B005KE1ZYG','B002A9KOKU','B00H5IYFW4','B00AER2L0Q','B005O3UYCW','B005FCTAS6','B003MSOKBC','B00GNGMK62','B008ZYCSTE','B0068XVCEG','B008ZYCXIA','B00CMGRVIY','B00FIH2QKC','B00KF53B4W','B00HV9YWXY','B00EPODJNM','B00FL34FFW','B00BBPJF3G','B00GNKKDYO','B009L527JM','B009VK24XQ','B002A9ERSA','B008MI51GK','B00GAP3KBK','B008XT3DD6','B00GS24ZX2','B00B9ZMP5I','B00IUK1XS0','B00GGFDNUW','B00GJYQ8HK','B0056WQYIY','B00HN32CUI','B00HJ1FF1M','B004S9NE2A','B00FDND5SS','B00FZ5Q7V6','B003YLUFAM','B005N3N8SU','B00EJLQ1J0','B007RICIAS','B00DGQ46KK','B00J4JWLAA','B00EZO5UAM','B009VKE64G','B00GEPZ29O']}",http://ecx.images-amazon.com/images/I/41kQkDHFVnL._SY395_.jpg,{'Shoes': 116698},,,True,True,women,pics_boots/B005ZLNNU8.jpg
B005972QQA,"""Clarks Bendables Women's Nikki Tea Ankle Boots""",,65.0,"{'also_viewed': ['B00ARQW63G','B0059P7H2K','B00ARR28HO','B00ATYGMQI','B00KC6MF9Q','B00ATWQCF6','B006PDW9PK','B00B1I9H6S','B008FDQ0OO','B006SDDEVK','B00763UFFY','B004WDYPBQ','B00IKTVKAW','B006SDDGFY','B0072CMHG4','B00AUCJQIA','B00ATM6ITG','B00E6KF0XC','B006SDDETC','B00AUCJQFI','B008V7LA1C','B00F58YKUI','B00B0APT3M','B00IGH04B4','B00ATM6IOQ','B00763N7OK','B00H5AM8VM','B009MRSFPE','B00AZFDD6I','B006SDDEWE','B0037KLHXY','B006R4IBPY','B006PDW914','B004HVES42','B0023NTZO4','B00ARKLD22','B00ATWQCD8','B008FBZY0C','B00ATY2Z0K','B00ATWSUBK','B00ATYGMT0','B004HFGQKM','B00ATZ59TI','B0077J91XE','B0039YQ2HE','B0040L43US','B004L9JIXG','B00EFXHP4W','B00AUBWHLE','B008U1DVH0','B00GXFJC6E','B00IO89M0Y','B00ASHT2CM','B00ATWQCO2']}",http://ecx.images-amazon.com/images/I/4189WGfCbLL._SY395_.jpg,{'Shoes': 451460},,,True,True,women,pics_boots/B005972QQA.jpg
